Rating,Description
5,"Alun alun kota malang
Bosa dibilang ini taman dan juga bisa dibilang ini adalah taman bermain . Karena selain tata letaknya yang bagus dan cocok untuk istirahat, menikmati waktu sejenak, ataupun lainnya tapi juga cocok untuk bermain anak-anak kecil. Karena di sediakan tempat untuk bermainnya anak. Meskipun lokasi bermain tidak begitu besar tapi sudah cukup untuk mereka bermain.
Karena tempatnya yang terhitung luas jadi cocok juga untuk berolahraga jalan². Lumayan bisa 3 uteran sudah cukup berkeringat.

Apalagi sekarang ada satpol PP, kadi sudah tidak ada penjual yang masuk di dalam taman. Jadi di dalam benar benar steril dari pedagang. Jika ingin jajan bisa keluar alun alun"
3,"Waktu kesana pas malam Ramadhan, banyak anak kecil membunyikan mercon aduh anak2e nakal2, banyak anak muda pacaran menjurus mesum, tamannya cukup luas, banyak sampah berserakan dimana2, dan tentunya parkirnya bayar 3000 utk motor 😭 parkir di depan gedung KPPN MALANG"
5,"Malang Night Paradise salah satu destinasi yang cukup menarik. Buka sekitar jam set 6 sore, dan tutup pada jam 11 malam. Kebetulan kami berkunjung ke sana pada pukul 9 malam-an, sehingga walaupun dihari itu hari libur nasional (cuti bersama nasional) namun sudah tidak terlalu ramai sehingga banyak tempat/wahana yang tidak perlu mengantri.
Pertama kali datang agak terkejut  karena tempatnya masuk ke sebuah perumahan, saya kira salah jalan. Namun ternyata benar adanya lokasinya memang didalam sebuah perumahan yang cukup mewah. Harga Tiket nya ada 3 jenis (85.000 untuk yg paling murah bonus naik kereta) (135.000 untuk yang pilihan naik perahu+masuk taman dino) (dan paling mahal kalau ga salah 200ribu/agak lupa ini udah all in). Karna kami datang sudah jam 9lebih, maka kami pilih yg tiket 130.000.
Begitu masuk disambut dengan segala macem dekorasi dekorasi cantik dengan lampu lampu yg menyala dengan indah. Cukup worthit kami memilih tiket 135ribu yang naik perahu, karena memang ternyata jalur lintasan perahu dan kereta lebih panjang perahu. Oh iya tambahan saat keliling naik perahu nanti ada pihak wahana yang memfoto, harga foto satuannya kalau di cetak 40ribu, lumayan mahal jadi mending foto sendiri aja 😅 foto yang dari pihak wahana ga usah di ambil. Disana kami sempat naik wahana komedi putar kuda (gratis sudah include tiket), bom bom car (ini bayar 25ribu karena kita tidak ambil tiket yg 200an diawal), kemudian masuk ke taman dino. Tempatnya cocok untuk anak anak dan keluarga."
5,"Happy, anak2 juga happy, senang krna banyak lampu warna warni..
Tips datangnya lebih awal biar ngk ngantri diloket dan naik wahana lainnya🥰"
5,Wahana liburan terbaru di Malang.. yg wajib utk dikunjungi. Lokasi nya tidak jauh dari exit tol KarangLo. Begitu masuk ke dalam.. kita akan disuguhkan pesona hutan menyala dengan theme Jurassic World. TOP BGT
3,"Salah satu tempat wisata di Kota Malang yang menyajikan hiburan berupa spot foto dengan berbagai hiasan lampu yang telah diatur sesuai tema yang ada. Terletak di dalam perumahan, lokasinya tidak sulit ditemukan karena pintu masuk tempat wisata yang cukup megah dan mewah.
Harga tiket masuk pas weekend jika ingin menikmati 3 area tambahan yaitu Rp 130.000,- per orang dengan tinggi badan di atas 85cm. Area tidak terlalu luas, namun ada wahana kapal dan kereta yang dapat dinikmati namun harus siap mengantri ya karena kendaraannya tidak banyak.
Sebenarnya spot foto cukup oke namun harganya terlalu mahal untuk menikmati wisata ini karena 30 menit sudah cukup menikmatinya. Selain itu, jika pengunjung difoto oleh staf disana dan ingin dicetak, harga per lembar Rp 35.000,- dan sudah termasuk softcopy. Yang sata rasakan, lebih bagus wisata di kota sebelahnya dengan harga tiket lebih mahal namun bisa dinikmati 1 hari. Semoga bisa ditingkatkan lagi agar pengunjung lebih betah ya."
4,"Pembayaran di loket, makanan, kebanyakan dengan cash
Tidak bisa debit ya
Tidak seramai dulu.. enak
Ada tambahan wahana baru

Lampu di pohon Christmas nya gak semeriah dulu
mgkn lampu nya sdh di pindah ke lainnya
Banyak Stan makanan, ya bayar cash juga"
5,"Kesini untuk main salju dan ke frozen night yg amat berkesan dan tak terlupakan. Wahananya seru dan antrian pun berjalan teratur. Permainan saljunya jg bervariasi sehingga anak betah main disana. Drama musikalnya totalitas, talentnya pun friendly dan ramah. It's trully an honor to be a friend and a part of Frozen Night's team this year. Semoga ke depannya bakal ada lagi yg lbh seru dan pastinya sukses selalu utk MNP ❤️"
5,"terlettak sebelahnya hawai waterpark. lumayan sih daripada harus ke kota batu untuk tamasya, tiket 90ribu reguler klo pas weeken, ada beberpa wahana yg butuh tiket terusan aatu beli tiket lagi, saran saya mending langsung beli tiket terusan 2, biar bisa masuk museum sekalian. banyak lampu yg mati, petugasnya ramah2 kok. klo bisa wahananya ditambah lagi...."
2,"Semenjak pasca pandemi ada penurunan ya.. mulai jumlah pengunjung, kualitas dan fasilitas wahana. Dengan harga weekend 130k cuma gitu aja, dan ada beberapa spotfoto dan di fotoin sama tim dari malang night paradise tapi untuk file dan cetak fotonya harus bayar yg lumayan mahal dg kualitas kertas yg begitu B aja. Saya rasa mendingan tempat lain deh"
5,"Luas banget, disampingnya ada hotel senyum world dan ada masjidnya juga, parkir mobil luas, di dalam jatimpark 3 banyak banget wisatanya seperti dino park, museum musik dan lain2 ada lift nya jadi aman yg pake stroller, ada jualan oleh2 dan restonya juga"
5,"Kembali lgi sama q gais 😂 jgn lupa follow q sama like ulasan q yes, stidaknya membantu ku smngat buat ngulas tmpat2 yg q singgahi 🤭. Btw q brngkat dri hotel malang perbatasan batu ke jatim park, smpek jatim park kyk nya jm 10an dan q bwa spda motor ada parkirnya kok tenang aja. Btw q pas naik blom buka loket nya 🙃 efek kepagian dan q emg suka wisata pgi2 biar ga antri2 dan suka masih sger pgi2, loket dibuka jam 10.20 an, q beli cashless pembayaran pke debit, untuk yg order melalui traveloka ttp kalian harus nukerin tiket kalian di bagian Penukaran ga bisa lngsung msuk di tmpat wisata. Q beli yg dino park per org 125k, q berempat smua wjib bayar yes krna ank q udah 85cm an. Klu Kalian mau ktmpat lain slain dino park kalian jgn lepasin gelang kalian tdi spya dpt diskon untuk wisata kedua nya. Oke mari kita masuk ke dinopark nya yg msih pgi tpi ttp udah pada rame, msuk lngsung disuruh antri buat naik kereta wahana zona lima peradapan 😂 disini ank q sneng, stlah itu baru kluar kita jalan2, untuk sewa ebike per 3jam 150k, tpi q ga sewa krna mahal bgi q🤭. Q disini lngsung menuju wahana sjnis kyk scary tpi ttg Dino 🥲 ank q smpek nutup mata gegara kget dan musiknya bikin kyk creepy tpi seru 😂.  Pstiin kalian ksna dlu krna klu udah rame antri nya pnjang bgt. Untuk wahana bocils free smua, smua wahana free kok sudah termasuk tiket 125k, smpek cpek muterin smua nya. Akhirnya makan di resto, yah tau lah resto klu tmpat wahana psti kisaran sbgtuan hrga nya 30-40k an 😂 tpi kalian wjib ngisi kartu dlu ntik klu ada sisa saldo dikembalikan, smua oke kok, tpi panas nya lumayan 🥲"
5,"Rekomended untuk anak-anak yang suka dinosaurus! Koleksi dinonya banyak, dari fosil2, kerangka tulang sampai replika dino.

Sayangnya pas musim liburan, masuk ke dalamnya antre sekali (pas naik kereta).
Ketika sudah masuk juga ramai, beberapa wahana full antre bisa 30 menit hingga 1 jam.
Sebaiknya kesini ga pas public holiday, bisa lebih puas menjelajah.

Untuk makanan standart tidak terlalu pricey. Banyak spot untuk duduk (makan dengan proper).

Jangan lupa coba ke wahana bioskop 6D, cukup bayar 30rb harga normal (bisa diskon 50% dengan ketentuan pembelian tiket zona A dan zona B).

Anak-anak happy main, didalamnya banyak mainan untuk anak2 ada playground juga."
5,"Seruuu!! Cocok buat liburan keluarga, kalau buat pasangan lebih ke millenial glow gardennya. Untuk dino park bagian jelajah 5 zaman seru sekali karena pengalaman baru!!pasti anak anak kecil happy 😆"
5,"Jatim Park 3 Dino Park adalah destinasi wisata yang memukau di Kota Batu, Jawa Timur. Menyajikan pengalaman unik dan mendidik seputar era dinosaurus, tempat ini berhasil menyatukan hiburan dan edukasi dengan apik.

Salah satu hal yang mencolok begitu memasuki Dino Park adalah replika dinosaurus yang begitu hidup dan realistis. Mereka tersebar di seluruh area dengan pose dan ekspresi yang berbeda, menciptakan suasana seperti melintasi lorong waktu menuju zaman prasejarah. Keaslian replika ini memberikan kesan nyata, dan pengunjung dapat merasakan seolah-olah berada di tengah-tengah dinosaurus yang berukuran sebenarnya.

Tidak hanya sekadar replika, Dino Park juga menyajikan pertunjukan interaktif yang menghibur dan informatif. Pengunjung dapat menyaksikan aksi dinosaurus bergerak dan bersuara layaknya aslinya. Penyajian yang mendetail ini memberikan pemahaman mendalam tentang kehidupan dinosaurus, baik dari segi perilaku maupun habitatnya. Pertunjukan ini tidak hanya memikat anak-anak, tetapi juga memberikan pengetahuan baru bagi para pengunjung dewasa.

Selain itu, Dino Park dilengkapi dengan berbagai wahana edukatif. Misalnya, pengunjung dapat menggali fosil, mengidentifikasi jejak dinosaurus, dan belajar tentang evolusi makhluk prasejarah. Ini adalah pengalaman belajar yang menyenangkan dan interaktif bagi seluruh keluarga.

Fasilitas di Dino Park juga patut diacungi jempol. Area istirahat yang nyaman dan bersih membuat pengunjung dapat bersantai sejenak sambil menikmati suasana taman yang hijau. Terdapat juga kafe dan restoran dengan menu yang beragam, memberikan kesempatan bagi pengunjung untuk menikmati hidangan lezat di tengah keindahan alam.

Harga tiket masuk yang relatif terjangkau menjadi nilai tambah bagi para pengunjung. Dengan biaya yang disesuaikan dengan fasilitas dan pengalaman yang ditawarkan, Jatim Park 3 Dino Park menawarkan nilai hiburan dan edukasi yang sepadan.

Namun, untuk pengunjung yang mencari tantangan lebih, beberapa wahana atau aktivitas mungkin terasa kurang menantang. Oleh karena itu, pengelola dapat mempertimbangkan penambahan elemen kegiatan yang lebih ekstrem untuk menarik segmen pengunjung yang lebih luas.

Secara keseluruhan, Jatim Park 3 Dino Park adalah destinasi wisata yang wajib dikunjungi, terutama bagi pecinta dinosaurus dan keluarga. Dengan kombinasi yang apik antara replika dinosaurus yang hidup, pertunjukan interaktif, wahana edukatif, dan fasilitas yang memadai, tempat ini memberikan pengalaman berwisata yang tak terlupakan."
5,"Super recomended!! Jatim Park Group emang ga pernah gagal. Jatim Park 3 ini sangat cocok dinikmati bersama teman, pasangan maupun keluarga dari semua usia. Pengalamannya luar biasa sekali, mulai dari edukasi, rekreasi, sampai ekperimen di berbagai wahananya

Areanya juga sangat luas, banyak foodcourt, musisi, pusat oleh-oleh sampai jenis booth yang sangat bervariasi. Yang suka horor, teknologi, game, wahana seru, experimen ataupun sekadar mendapatkan foro menarik, Jatim Park 3 solusi dari semua keinginan tersebut

Aku rekomendasi milenial glow! dengan harga 90 ribu (hari kerja) bisa menikmati pengalaman dari yang seru, menegangkan, sampai relaksasi dalam belasan ruangan dengan sensasi yang berbeda. Semoga bisa berkunjung diwaktu lain"
3,"Satu2nya yang fun adah patung lilin 🤣 Ternyata dinopark gak seseru itu. Banyak wahana maintenance, dan explanation tentang dino kurang mengedukasi dan kurang dikemas fun. Tema dan konsep masih campur aduk 🥹"
5,"paket a + dino park 9/10
sebenernya ini lebih cocok buat bocil gitcuu tapii aku ksini sama pacar aku hahayy worthit"" aja siyy seru jugakk tapi aku kesini pas ujan jd keujanan muluu kalo kalian sukak yg wahana"" gitu aku lebih prefer ke jtp 1 yaa jd full wahana, tapii disini juga adaa wahananya kokk. trus kalo capek jalan atau bawa anak"" gt bisa sewa apaya namanya pokonya ada kaya penyewaan motor"" gt gatau namanya :(( 100k kl gasalah

overall worth it aza kok all yu ksinii✨✨🧚🏻‍♀️🧚🏻‍♀️🌟🌟"
4,"Hanya lewat saja saat sedang berjalan kaki menuju stasiun malang, lumayan unik untuk dilihat, gang-gang di dalamnya cukup sempit hanya bisa dilewati satu motor."
5,Cukup menikmati Kampung Biru atau Kampung Warna-Warni dari Jembatan Brantas. Tidak jauh dari Stasiun Malang. Sekitar 10 menit jalan kaki. Hati-hati ketika menyebrang di jalan ini. Lalu lintas cukup padat.
3,Similar to Kampung Warna Warni but this whole village was painted in blue colour. We just took photos from the bridge so we did not walk around the village itself.
3,"With the intention of the residents who want to decorate the shabby village beautifully.
It appears to have been decorated by painting the walls and roof.
Neighboring villagers must have done the same.
The decorations that started in this way attracted the attention of tourists and must have become a lively town.
The back alleys are also decorated with flowers and trees.
It is now discolored and shabby. Looks like it's time for a new paint job."
5,"Salam 1 Jiwa
AREMA ONGIS NADE 🦁🦁🦁

Rekomendasi tempat wisata unik di kota Malang, bagi yang malas atau kejauhan buat liburan ke kota Batu.

Salah satu kampung tematik di bantaran sungai Brantas, dulu katanya kawasan kumuh, namun dengan aksi pemerintah setempat dan warga akhirnya berhasil merubah tempat kumuh menjadi kawasan yang cantik dan bernilai wisata.

Berbeda dengan ""tetangganya"" yaitu kampung Jodipan yang full color alias berwarna-warni, kampung ini semua rumahnya dicat berwarna biru muda dan biru tua, warna khas AREMA FC 👍👍

Suasana lebih sepi dibanding kampung Jodipan, saya kesini Selasa 11/10/22 siang suasana sepi banget dan gak ada tiket masuk alias GRATIS.."
4,"Identik sepi, secara harga 5K/orang.
Kalau kita lurus melewati kampung sebelah (tridi) akan di kenakan tarif 5K lagi dengan di beri souvenir gantungan kunci.
Sehingga kampung warna warni dan tridi kena tarif 10K"
5,If you enter from Jl Embong Brantas there's an arched entryway into the Blue Village. No entry fee and a few alleys to explore
5,"Kampung biru arema bersebrangan dengan kampung jodipan dan tridi. Semua rumahnya warna biru arema. Lukisan dindingnya bagus-bagus. Banyak yg urban farming jg disepanjang jalan kecilnya, kereen. Warganya jg ramah-ramah. Semoga selalu bisa dijaga kebersihannya yaa."
5,"Salah satu destinasi menarik yang wajib dikunjungi ketika berlibur di Kota Batu. Lebih baik beli tiket via aplikasi traveloka dan sejenisnya karena biasanya bisa dapet harga yang lebih murah. Kebetulan saya dapat harga 90.000/orang. Awalnya saya pikir tempatnya sempit ternyata seluas itu dan bukan hanya pameran alat alat transportasi saja. Selain museum alat- alat angkut kita juga bisa nikmatin beberapa wahana didalamnya, ada seperti simulator F1, bisa nonton Film tentang perkembangan alat angkut, bisa lihat pertunjukan ngedrift, bisa lihat pertunjukan carnaval, banyak banget yang bisa di lakukan disini. Saya sarankan untuk berkunjung sore samlai dengan malam, karena lebih cantik saat semua lampu lampu hiasan menyala. Ketika lelah dan lapar, kita bisa beristirahat masuk di pasar apung. Tempat ini sangat cocok untuk liburan anak anak dan keluarga."
5,"Tempatnya sangat luas dan arah tur sudah disediakan, dari pintu masuk hingga keluar.
Jika membeli tiket via Tiket/Traveloka, tetap harus ke loket untuk menukarkan kode pembelian menjadi wristband.

Per lokasi dibagi menjadi area negara tertentu.
Untuk yang tidak tertarik pada kendaraan pun, akan menikmati tur ini. Kita bisa melihat evolusi kendaraan dari awal dibuat hingga penyempurnaannya saat ini.
Tiap pukul 15.15/15.30 ada pertunjukkan mobil di area Europe.
Untuk tipe santai, satu perjalanan butuh waktu 2.5-3 jam.
Di beberapa titik ada tempat duduk untuk istirahat sebelum melanjutkan perjalanan, untuk area yang menjual makanan di dalam area museum, ada di area Jakarta (tengah tur) dan Paris (mendekati akhir).

Sayangnya kita tidak bisa keluar di tengah area, tetap harus mengikuti seluruh rute yang ada. Jadi disarankan dalam kondisi fit saat melakukan tur di sini."
5,"Worthed to buy ticket here!
Jadi kemarin kesini waktu high season, dapat harga 100k / orang (adult)

Start jam 12.30 , barusan buka udah rame banget. Tapi ga yang sampe crowded karena waktu itu masih puasa juga.
Seharian muter disini ga berasa! 🤩
Bener-bener ga bakalan bosen disini.
Tau-tau udah malem ajaaa
Karena sianganya belom sempat makan akibat keasyikan nungguin jadwal show drifting dan ujan deras setelah itu, akhirnya kita makan sore dan jajan streetfood gituu di pasar apung.
And you know what?!
Makanan yg kita beli disini, bener-bener totally enak.
Dari yang menu middle east, japanese dann korean.

Pulangnya keluar dari sini udah malem, perut kenyang, balik hotel tinggal istirahat aja deh."
5,"Maaf gais, q bukan ke musium angkut nya 😂 q prgi ke pasar apung ny, sblah nya pas museum angkut dan ini masih satu naungan sama museum angkut. Buka dari jm brpa q lupa 🙃 tpi untuk spya bisa naik kapalnya minimal close order naik kapal adalah jam 8 mlem. Q smpek sana jam 6 mlem, klu hujan kapal tidak ber operasi. Btw ga ada tiket masuk, jajan nya bnyk, bnyk resto juga. Tmpar ibadah nya juga tjakep bgt, toilet jga gmpang ditemuin. Bnran ini worth it sih krna epic jga buat foto2 msuk ga bayar, klu kalianpun lgi bokek cukup foto2 aja trus plng ga mslah 😂. Btw naik kapal 20k per org yah, ank kcil diatas 85cm full bayar. Q disana bawa dua bocils satu nya bayar satu nya engga jdi kita bayar 3org yg naik 4org. Muternya lumayan lama kok. Trus disana q juga ksih makan ikan sama bebek, srius ini bgus sih buat wisata bocils pda suka ngasih makan ikan sama bebek 😂 makanan nya ikan sama bebek juga murah cuma 5k  per bungkus, disana q posisi hbis hujan deras dan msih agak rintik2 tmpat nya outdoor yes tpi untuk makanan nya tenang aja dia ada yg indoor dan tenda. Trus disini ada vibes2 china, vibes museum jga ada. Oh ya stlah dri sana q jalan kaki sekitar 15menit an mungkin dah smpek di bukit bintang gais."
5,"Tempat yang bagus untuk wisata edukasi, tempatnya luas sekali tidak cukup sehari kita explore museum angkut. restonya juga banyak ada yang indoor outdoor beragam menu bisa menjadi pilihan wisatawan yang berkunjung. Banyak wahana edukasi yang bisa kita kunjungi terutama untuk anak2 kita yang masih duduk dibangku sekolah untuk belajar moda transportasi dari jaman pertama kali diketemukannya hingga jaman sekarang yang sudah canggih...pokoknya recommended banget buat wisata keluarga"
5,"Berkunjung ke museum angkut karena wista sekolah setelah kunjungan industri. Tempatnya luas dan banyak spot foto pastinya...Ada Masjidnya. Lantai dasar ada koleksi mobil dan beberapa mobil, naik ke lantai 2 ada kendaraan tradisional dan ada transportasi udaranya. Ada simulasi naik motor untuk umur 18+ tp terkadang anak laki di bawah umur tetap main. Ada juga simulasi naik mobil balap (berbayar). Setelah melewati kendaraan2 nanti ada wilayah seperti negara cina kemudian ada zona Batavia nanti masuk ada kolesi motorr juga yang klasik dan bagus2. Lanjut, ada gangster town biasanya, hari itu tanggal 14 Des '23 dapat semacam pertunjukan/ atraksi mobil. Ada Zona Eropa yang istimewa kemudian bisa masuk ke Istana Buckingham di istana juga ada semacam permainan dan edukasi. 2 terakhir ada Las Vegas dan Hollywood. Paling suka di Istana dan Zona Eropa tak lupa juga pasar apung yang menawarkan jajanan khas luar negeri."
5,"Keren banget banyak koleksi mobil klasik berbagai merek pabrikan yang dipamerkan.
Buat yang senang foto-foto, di sini banyak banget spot foto.
Untuk beli tiket masuk, kalau pembayaran dengan debit minimal 300 ribu alias 3 tiket (harga weekend). Jika datang berdua, bisa beli lewat traveloka experience, nanti langsung ke loket untuk penukaran tiketnya."
5,"Mungkin ini museum otomotif dengan koleksi terlengkap di Indonesia dari segi tipe kendaraan dan range tahun pembuatan. Ada mobil-mobil generasi pertama seperti Ford T-model, exotic car seperti Ford Mustang, GT Shelby Cobra atau Maseratti juga ada di sini. Museum dibuka jam 12.00 WIB. Setelah dari parkiran, yang pertama ditemui adalah mushola dan Floating Market/food court pasar apung, saya sarankan makan/minum dulu di sini untuk energi sebelum menjelajah museum. Saya membeli tiket masuknya di aplikasi Tr*vel*ka. Setelah menukar/membeli tiket di loket, kita akan disambut koleksi mobil-mobil retro American seperti Ford Lincoln tahun 1970an. Display koleksi diatur berdasarkan asal negara/kawasan pembuat mobil. Di tengah rute museum, kita bisa menyaksikan pertunjukan drifting/slalom mulai jam 15.00 WIB oleh para drifter profesional. Menurut saya, di sini serunya ke museum ini. Selain menonton, pengunjung bisa juga merasakan jadi penumpang di kursi hot seat, tinggal tunjuk tangan saja ketika ditawarkan oleh kru show. Untuk keliling seluruh museum termasuk nonton show butuh waktu sekitar 3-4 jam. Selesai keliling museum, kalau ada voucher jajanan yang tadi diperoleh di loket tiket masuk, bisa ditukarkan dengan makanan/minuman di Floating Market."
5,"Ke sini hari senin pake tiket terusan 115k. Banyak wahana yg bisa dicoba. Selain wahana juga ada vr, rumah hantu, lampion, yg bisa diakses pake tiket terusan. Wahana yg ku rekomendasi buat yg suka main kayak magic bounce, twist tower, gravitron, kursi terbang. Ga begitu pusing tapi tetep seru.
Buat yg mau menikmati suasana bisa naik sepeda udara.
Toiletnya banyak, ada mushola juga. Banyak foodcourt. Awal dateng cukup sepi, ramenya justru jam 8 ke atas. Makin malem makin rame."
4,"Tempat wisata malam hari untuk keluarga, banyak tempat arena bermain dan area lampu-lampu sebagai spot berfoto, disarankan untuk membawa jacket karena dingin dan cuaca cepat sekali berubah"
5,"Tempat wisata malam hari yang menyediakan berbagai wahana yang asyik. Cocok untuk destinasi wisata grup besar, khususnya anak sekolah. Setiap wahananya masih beroperasi dengan baik.

Ada beberapa kios kaos yang menjual dengan harga yang normal, serta resto yang cukup luas di bagian dalam.

Salah satu keuntungannya adalah jam tutup yang sangat malam sehingga cocok kalau mau sambung ke Bromo setelahnya."
5,"Waktu kita kesini tempatnya sudah mau tutup tapi beruntungnya kita masih bisa masuk dan dikasih free entry untuk keiling aja karna atraksinya sudah end hihi
Banyak spot untuk bermain dan tempat buat foto. Seru sih banyak atraksi menarik disini tapi sayang kita gak bisa coba karna sudah tutup"
5,"Rekomendasi buat kalian yg cari wahana bermain di malam hari. Harga 65rb/orang waktu weekend termasuk murah, karna udah free 4 wahana. Untuk wahana lainnya hanya 10-15rb saja htm nya. Bisa bermain dan menikmati udara yg dingin di malam hari"
4,"Kemarin waktu main di BNS weekend beli tiket terusan 300k untuk berdua. sebenernya  nyesel beli terusan karna ga coba semua wahana terus banya wahana yg harus tambah lagi, kyk naik gokart buat 2 orang 90k 3x puteran, mahal bgttt kemarin juga dapet gokartnya yang gampang macet terus akhrinya diganti gokart lain. jadinya 2 laps ga bisa nikmatin karna gokartnya macet” an dan bagian setirnya berat bgt.
terus tempatnya juga uda keliatan ga se wah di foto dan ada wahanya yg gabisa dipake karna dalam masa perbaikan."
4,"Sebenernya bagus si, cuma ada beberapa wahana yg kurang dirawat, terus kalo bisa upgrade musik, karena yg diputer musik2 tahun 2000 an 😭😭
Coba pake musik kpop kalo mau cari yg hype dan vibes2 holiday gitu banyak kok, biar ga ketinggalan jaman."
4,"Good place to go with family. Have quite a lot of attraction.
But the place is not too big.
They also provide payment using QRIS and debit, but you should pay cash for some tenant."
5,Ikon kota malang. Tamannya bersih dan tertata rapi. Tempat duduk dikurangi sehingga tampak lebih nyaman ketika malam haru. Bunga teratainya indah kalo mekar. Kesini waktu sunset sampai petang suasananya cukup nyaman untuk beristirahat sejenak. Kalo malam lampunya bagus. Banyak bunga bermekaran
5,"Belum ke malang kalo blm sampe sinii..alun2 tugu malaang, sekarang lebih indah setelah direhab. Icon kota malang ini lokasinya sangat mudah dijangkau, ada air mancur dg bunga teratai yg tumbuh subur, pedestriannya jg cakep mengelilingi areal kolam air mancurnya..jgn lupa mampir kalo ke mlg :)"
4,"Sejak diperbarui emang lebih berbunga2 tugu malang ini. Tp minusnya krg diberi kursi untuk duduk2, hanya ada 3 batu dgn ukiran nama dan tdk ada pohon yg rindang, kalau bawa ank harus benar2 diawasi karna sudah tidak ada pagar di sekeliling tugu, hanya ada tanaman2 kecil, pas air mancurnya nyala juga kerasa seger. Destinasi menarik kota malang dan murah karna hanya bayar parkir saja"
5,"Salah satu landmark Kota Malang. Lokasinya di pusat kota. Tidak jauh dari stasiun, bisa diakses dengan jalan kaki.

Kalau malam, lampu-lampunya indah banget. Bagi yang membawa kendaraan, pakirnya juga mudah. Ada petugas parkir di sekitar alun-alun.

Pernah juga ke sini ramean bareng bestie. Rindu sekali.

Suasananya ngangenin banget.
Jadi, kapan ke Malang?"
4,"It’s pretty but the amount of the streetlamps are too much it ruins the whole scenery. No bench in sight, only decorative stone that you can use as a chair to prevent people date 😅 the water tunnel beside the walkway is almost unseen it’s DANGEROUS especially at night, please put color line/something so pedestrians can be more aware."
5,"Baru pertama kali kesini, biasanya cuma lewat muterin alun-alunnya aja. Tempatnya bagus dan bersih. Kemarin datang jam 5, jadi dapet momen sunset. Bisa lihat lampu-lampu dan kebetulan air mancurnya pas nyala. Kalau kesini, cari parkirnya nggak susah dan cuma bayar 2k udah bonus disebrangin. Top deh!"
5,"Tampak lebih indah dan menarik dengan di hilangkan pagar dinding pembatasan nya. Bunga nya lebih banyak dan berwarna warni. Sudah terdapat jogging track untuk kita bisa berolahraga sambil relaksasi. Sangat bagus, dan memanjakan mata guys."
5,"Mei 2024
Salah satu alun-alun yang ada di Kota Malang, dengan tugu ikonik yang diresmikan oleh presiden Soekarno.
Alun-alun ini berlokasi di seberang kantor walikota, dan biasanya menjadi titik mula untuk mengikuti Malang city tour."
5,"Florawisata Santerra De Laponte adalah taman hiburan dan rekreasi yang terletak di Pujon, Kabupaten Malang, Jawa Timur. Taman ini terkenal dengan taman bunga yang indah, berbagai spot foto yang instagramable, dan wahana permainan untuk semua usia.

Fasilitas dan Wahana:
- Wahana Permainan: Terdapat berbagai wahana seperti Bianglala, Colombus (kapal ayun), Flying Bee, House of Terror (rumah hantu), Komedi Putar, dan Ombang-Ambing (piring terbang).
- Spot Foto: Taman ini menawarkan berbagai spot foto menarik seperti Little Korea, Little Amsterdam, Glass Bridge, dan Mercy Barn.
- Fasilitas Lain: Tersedia juga rumah makan, area parkir luas, toilet, mushola, dan mobil golf untuk berkeliling.

Harga Tiket dan Jam Buka:
- Harga Tiket Masuk: Rp 25.000 per orang pada hari biasa (weekday) dan Rp 30.000 per orang pada akhir pekan atau hari libur nasional.
- Jam Buka: Setiap hari dari pukul 08.00 hingga 17.00 WIB.

Lokasi dan Akses:
- Florawisata Santerra terletak di Jurangrejo, Desa Pandesari, Pujon, Malang. Jika berangkat dari Malang, perjalanan bisa ditempuh sekitar satu jam dengan jarak sekitar 26 km.

Florawisata Santerra De Laponte cocok untuk dikunjungi bersama keluarga atau teman-teman, terutama bagi penggemar fotografi dan pencinta alam. Untuk informasi lebih lanjut, Anda dapat mengunjungi situs resmi mereka atau menghubungi nomor kontak yang tersedia di sana."
5,"Wisata asik bersama keluarga.

Kalo kesini jangan siang, mending agak pagi sekitar jm 8 udh dilokasi. Soalnya kalo siang biasanya rame rombongan tour dan panas juga. Kalo sore resiko hujan nya tinggi.

Kemarin hampir semua yg ada di tiket terusan di cobain, kecuali yg sedang maintenace. Semoga segera aktif kembali wahananya"
5,"Untuk yang mau berwisata ke Batu, tempat ini bisa jadi salah satu destinasi. Cocok untuk berlibur bersama keluarga, teman, ataupun pasangan. Tempatnya bersih dan sejuk. Disarankan beli tiket yang terusan, untuk weekend harganya Rp85.000, bisa menikmati 10 wahana (rainbow slide, bianglala, ebike, rumah kelinci, dll). Tempatnya sangat luas, disarankan pergi pagi, tidak terlalu siang apalagi sore, supaya bisa puas menikmati semua wahananya.
Fasilitasnya lengkap, ada toilet, musalla, cafe. Saat pembelian tiket juga dapat voucher untuk pembelian bunga. Buat anak-anak yang mau berenang, di sini juga ada kolam berenang. Kalau pergi ke sini saat weekend, harus sedikit sabar mengantri wahananya karena pasti ramai."
5,"Sudah 3 berkunjung ke florawisata santera de laponte. Kali ke 3 wahana di santera makin lengkap. Kunjungan kali ini dibuat terkejut karena ternyata sudah ada kolam renang anak, wahana permainan orang dewasa juga makin banyak, cafe dan tempat duduk juga semakin banyak, ada playground lengkap untuk anak². Pokoknya kalau berkunjung ke sini cocok sekali untuk semua kalangan umur. HTMnta ramah dikantong 😄 . Hanya saja kemarin datang saat libur nasional, jam 11 sampai lokasi parkir sudah penuh, jadi dialihkan parkir diluar area santerra , PR nya jalannya lumayan jauh 😆."
